id_perusahaan,jumlah_karyawan,jumlah_follower,waktu_dicatat
3573083,106,1480,1699089622.0
2999687,13554,1346436,1699089622.0
15161384,269,13872,1699089622.0
65137,2595,62603,1699089622.0
24480,301,11288,1699089697.0
40654578,71,5422,1699089697.0
18744530,53,4799,1699089697.0
91360920,1,6,1699089697.0
6549377,28,708,1699089697.0
545483,206,6694,1699089697.0
17556,457,9607,1699089697.0
41161,29,10860,1699089771.0
5066151,89,508,1699089771.0
80674419,20,7385,1699089771.0
392894,370,2480,1699089771.0
28962641,16,853,1699089771.0
32818,1438,12512,1699089771.0
10424759,140,5413,1699089771.0
1550138,4945,269184,1699089771.0
85466379,9,536,1699089846.0
9589893,8,6,1699089846.0
6596111,292,17398,1699089846.0
6265,11868,129137,1699089920.0
105797,126,3063,1699089920.0
487402,881,25220,1699089920.0
18990680,39,848,1699089920.0
5215734,42,5054,1699089920.0
8795,4075,41688,1699089920.0
2354924,916,6586,1699089920.0
10629072,361,25725,1699089995.0
474854,174,2537,1699089995.0
18291708,18,197,1699089995.0
222632,102,18004,1699089995.0
71242227,26,967,1699089995.0
162255,14683,154537,1699089995.0
5666,26753,154420,1699089995.0
2439249,61,18077,1699089995.0
35479667,13,5222,1699090069.0
162258,13669,86175,1699090069.0
74876710,236,2640,1699090069.0
42784537,506,10019,1699090069.0
4591,33892,340745,1699090069.0
18649766,33,1654,1699090069.0
545681,770,6750,1699090069.0
28663263,893,17668,1699090069.0
25710,504,5670,1699090145.0
74739841,12,1517,1699090145.0
66894129,31,1301,1699090145.0
28537542,56,1221,1699090145.0
15142330,2926,71964,1699090145.0
27803,7104,23116,1699090145.0
80753330,2715,26006,1699090221.0
21738,1342,37622,1699090221.0
1374246,24,4138,1699090297.0
6407290,236,1936,1699090372.0
64553209,116,1192,1699090372.0
100246886,0,31,1699090372.0
15649948,28,86,1699090372.0
72081740,358,105475,1699090372.0
3083333,1480,16953,1699090372.0
5489,9696,240534,1699090372.0
163250,2037,38904,1699090372.0
1366457,409,2945,1699090372.0
74956728,7959,60649,1699090372.0
75376475,4,171,1699090372.0
10536316,995,27999,1699090447.0
5347494,165,1272,1699090447.0
25068381,189,4807,1699090447.0
485573,233,8225,1699090447.0
606183,660,70229,1699090447.0
204770,23684,264463,1699090447.0
100254113,0,0,1699090447.0
1177302,967,28322,1699090447.0
82321135,22,104,1699090447.0
688867,205,878,1699090447.0
78782196,60,308,1699090521.0
150566,519,56091,1699090521.0
74447924,10,10030,1699090521.0
165299,4773,89850,1699090521.0
1539,35579,1036656,1699090521.0
66379,605,15055,1699090521.0
398782,166,3419,1699090521.0
48682,746,4364,1699090521.0
3548592,84,9289,1699090521.0
349612,116,8803,1699090521.0
10016224,2378,54786,1699090521.0
942781,78,1452,1699090595.0
3681305,4,438,1699090595.0
115769,255,32902,1699090670.0
44315,67,17234,1699090670.0
331504,64,10275,1699090670.0
66662,878,6920,1699090670.0
34223878,1486,7222,1699090670.0
884042,139,1842,1699090670.0
156281,152,6043,1699090744.0
80406223,243,1463,1699090744.0
82812960,93,2191,1699090744.0
12957178,202,7433,1699090744.0
32752,290,2730,1699090822.0
162206,527,32962,1699090822.0
814200,11,208,1699090822.0
1318,234622,7855125,1699090822.0
2700663,6163,24522,1699090822.0
167251,3802,430612,1699090899.0
16272,3987,118883,1699090899.0
8111,2000,25169,1699090899.0
56754341,7,6,1699090899.0
86730975,1962,39690,1699090899.0
14383281,21266,486628,1699090973.0
5265343,81,2148,1699090973.0
10904375,22,334,1699090973.0
1307665,11490,129481,1699090973.0
10255,4648,28792,1699090973.0
43782,342,6983,1699090973.0
225521,1103,20988,1699090973.0
79747366,46,2549,1699091048.0
26072,756,24718,1699091048.0
10229596,12,402,1699091048.0
92787,66,7494,1699091048.0
3311988,22,1550,1699091048.0
1505,44244,872069,1699091048.0
80181,1303,24426,1699091048.0
52183078,4,1509,1699091122.0
1359624,1167,47715,1699091122.0
986672,13,1743,1699091122.0
77580772,3,251,1699091122.0
906070,57,2679,1699091122.0
3617422,74677,792789,1699091122.0
166716,2912,32664,1699091122.0
100027377,2,28,1699091122.0
5383510,50,3240,1699091196.0
17882,2488,12240,1699091196.0
74772057,14,20498,1699091196.0
79318,80,5873,1699091196.0
9189924,376,5335,1699091196.0
30382,139,12878,1699091196.0
4207,16413,147320,1699129434.0
1327672,67,40375,1699129434.0
80405651,5,46,1699129434.0
18043,1907,595977,1699129434.0
1799,64280,2553525,1699129434.0
462399,28,67,1699129434.0
81484454,103,12855,1699129434.0
808034,19163,95745,1699129434.0
98800332,0,160,1699129434.0
1400801,385,16544,1699129434.0
585331,696,35400,1699129434.0
2664556,1637,21260,1699129434.0
20009,9540,216249,1699129434.0
62923,1981,79808,1699129434.0
54613797,2,22,1699129434.0
5328,51605,2386170,1699129434.0
5756,8950,59018,1699129434.0
5329,5974,962687,1699129434.0
14377562,808,120705,1699129509.0
16388,3159,473433,1699129509.0
1945473,2092,16271,1699129509.0
76384697,14,1895,1699129509.0
4782,6666,191102,1699129509.0
9185,20242,112579,1699129509.0
63316,291,8493,1699129509.0
91313799,863,12008,1699129509.0
1123,204445,2306684,1699129509.0
951694,282,4834,1699129509.0
31063263,725,12596,1699129509.0
225521,1102,20991,1699129509.0
162723,5138,261380,1699129509.0
2646,403656,3880213,1699129583.0
3789,56992,1305630,1699129583.0
34218,1669,10156,1699129583.0
11227630,289,3274,1699129583.0
25017,2322,42490,1699129583.0
14580269,100,48978,1699129583.0
30755,3420,40454,1699129583.0
3866,9706,51993,1699129583.0
2985733,835,391785,1699129583.0
7795,15841,170984,1699129583.0
1943848,4160,20672,1699129583.0
80911138,8197,40217,1699129583.0
1792592,481,7752,1699129583.0
622182,53,746,1699129583.0
96602814,2,814,1699129583.0
9585,20815,587084,1699129583.0
370728,2228,17828,1699129583.0
163139,2250,91758,1699129583.0
13153,4041,341723,1699129583.0
5097344,248,4157,1699129658.0
73013724,358,35922,1699129658.0
7032,30778,238067,1699129658.0
3077903,736,150043,1699129658.0
11056,13804,1915516,1699129658.0
22523,22802,842292,1699129658.0
149917,2866,127559,1699129658.0
601919,7486,243885,1699129658.0
12842,3485,34974,1699129658.0
27213529,780,22911,1699129658.0
2589107,156,1058,1699129658.0
1946139,3259,9939,1699129658.0
5468,6543,92872,1699129658.0
5816,7179,279856,1699129658.0
847311,1793,59522,1699129732.0
1505,44247,872178,1699129732.0
79383535,21617,1798871,1699129732.0
1063,100121,6410275,1699129732.0
1963255,2325,53747,1699129732.0
74101975,3,72,1699129732.0
5398043,4,102,1699129732.0
391029,423,32296,1699129732.0
1551641,78,99940,1699129732.0
3185,70164,4681189,1699129732.0
74304634,325,49077,1699129732.0
71575605,2862,33126,1699129732.0
2219,27025,597023,1699129732.0
15510475,11,41,1699129732.0
15626530,43,371,1699129732.0
2619990,775,2483,1699129807.0
3281732,100,619,1699129807.0
207350,4621,56843,1699129807.0
856720,4704,22715,1699129807.0
2552432,336,13522,1699129807.0
253213,2247,21079,1699129807.0
16726,4569,77560,1699129807.0
18337,5802,60593,1699129807.0
13675,1183,24544,1699129807.0
1137477,75,7793,1699129807.0
163267,8918,58714,1699129807.0
72188487,8,272,1699129807.0
3028,19711,137495,1699129807.0
638682,61,2787,1699129807.0
468782,8510,135921,1699129807.0
92309,133,29451,1699129881.0
4972,56578,1156515,1699129881.0
5239,27554,1066706,1699129881.0
2972588,3330,12304,1699129881.0
6866,5359,296604,1699129881.0
15451,3068,75492,1699129881.0
25040356,1531,21554,1699129881.0
10650147,1518,39475,1699129881.0
7556,30151,239256,1699129881.0
87140230,176,32214,1699129881.0
497017,85637,2797601,1699129881.0
4711,19598,206759,1699129881.0
15389,4289,23259,1699129881.0
2494694,48,27729,1699129956.0
344707,3031,146112,1699129956.0
1353,577935,13574488,1699129956.0
14392471,407,65576,1699129956.0
18521355,9,2948,1699129956.0
162929,2282,30597,1699129956.0
157346,2759,65995,1699129956.0
280603,221,584949,1699129956.0
2928506,1685,9187,1699129956.0
231383,1019,16392,1699129956.0
1124924,526,13826,1699129956.0
2548099,548,3029,1699129956.0
265166,90,2000,1699129956.0
157356,11249,559906,1699129956.0
166572,28447,409325,1699129956.0
19784,4899,71844,1699129956.0
151137,492,6569,1699129956.0
12820,3999,38852,1699130030.0
90611662,3,2392,1699130030.0
8270823,15,570,1699130030.0
96384,757,32781,1699130030.0
609279,2548,13655,1699130030.0
72483,7628,94136,1699130030.0
2896,19201,169303,1699130030.0
30823,4894,55745,1699130030.0
1415,67894,1279591,1699130030.0
1087408,110,360454,1699130030.0
3743123,70,2068,1699130030.0
7720,5636,58080,1699130030.0
86813252,98514,3441689,1699130030.0
4852,49918,406766,1699130105.0
6672933,257,18524,1699130105.0
51176,2203,32112,1699130105.0
570550,30862,1036026,1699130105.0
4297,8055,28124,1699130105.0
963697,114,1193,1699130105.0
15798,6824,109678,1699130105.0
20513,748,22807,1699130105.0
211981,1566,54633,1699130105.0
10684,3076,30944,1699130105.0
22456,2821,395469,1699130105.0
1627,28503,154397,1699130105.0
15434,15197,99637,1699130105.0
1023624,589,2758,1699130105.0
7396,10832,103517,1699130105.0
1092881,319,1132,1699130105.0
570101,169,11654,1699130105.0
9428125,181,41061,1699131404.0
2608659,20,1380,1699131404.0
27292,2130,718298,1699131404.0
9499,11403,102466,1699131404.0
323296,1174,66185,1699131405.0
632911,615,18308,1699131405.0
6044,1989,370800,1699131405.0
74604,655,14755,1699131405.0
24981370,562,12449,1699131405.0
3762280,1057,32068,1699131405.0
25856,5044,61295,1699131405.0
590131,174,1699,1699131405.0
1244326,1267,30413,1699131405.0
81502406,15,1250,1699131405.0
2496705,510,13178,1699131405.0
10514179,18,3434,1699131405.0
1526,17224,565778,1699131481.0
27139071,660,24651,1699131481.0
14632005,365,156058,1699131481.0
3671,16070,187519,1699131481.0
3991822,850,126235,1699131481.0
164881,20525,151646,1699131481.0
42134,3116,22142,1699131481.0
1235,198126,2035223,1699131481.0
553718,1171,11417,1699131481.0
157262,6544,26131,1699131481.0
67572051,2071,310952,1699131481.0
2677,295822,1715802,1699131481.0
164880,19620,140836,1699131481.0
12309,2033,64212,1699131481.0
1072429,181,50900,1699131481.0
31407868,8154,92568,1699131481.0
7999,5268,111463,1699131481.0
166436,902,7528,1699131481.0
81878,3999,52051,1699131481.0
501073,815,1850,1699131558.0
39999,670,23342,1699131558.0
96692,963,141885,1699131558.0
78550737,7,56,1699131558.0
2584494,457,1637,1699131558.0
215929,364,1191,1699131558.0
33283385,106,4231,1699131558.0
28498,9591,37508,1699131558.0
2837417,380,74700,1699131558.0
8584,12649,338989,1699131558.0
133496,11,2570,1699131558.0
9025,20227,40096,1699131558.0
18425303,85755,269631,1699131558.0
1103,92240,1258290,1699131558.0
38922,1350,16939,1699131632.0
50923,208,29757,1699131632.0
373560,2268,273335,1699131632.0
16972,1708,14272,1699131632.0
9070,10209,112966,1699131632.0
846940,2365,19885,1699131632.0
65294553,69,49201,1699131632.0
35606188,32,626,1699131632.0
1075434,16306,124322,1699131632.0
3199654,111,3903,1699131632.0
18583501,16736,573230,1699131632.0
10389072,5,27009,1699131707.0
13331595,532,137980,1699131707.0
7614,5093,92171,1699131707.0
77681076,12,182,1699131707.0
2664890,8386,74854,1699131707.0
2107983,199,5952,1699131707.0
4896,7511,75537,1699131707.0
61338212,13,6,1699131707.0
10691930,82,1216,1699131707.0
18312164,192,37156,1699131707.0
3558,17791,419100,1699131782.0
166127,5342,23396,1699131782.0
17226,6204,44613,1699131782.0
457886,919,29560,1699131782.0
2995,17560,408498,1699131782.0
2430668,36594,558246,1699131782.0
3603539,193,6680,1699131782.0
9228228,28,21550,1699131782.0
10442082,407,15329,1699131782.0
1084320,1023,35637,1699131782.0
164798,26096,106579,1699131782.0
7168048,7,21446,1699131782.0
166364,2096,238598,1699131782.0
1480956,19,352,1699131782.0
164889,3131,50682,1699131856.0
52097,5507,224688,1699131856.0
108488,909,8507,1699131856.0
39289,1074,65325,1699131856.0
18860134,2774,2120713,1699131856.0
90413667,802,5226,1699131856.0
162901,15462,120623,1699131856.0
2891929,622,57666,1699131856.0
12606850,9553,61114,1699131856.0
7013167,53,715,1699131856.0
104405,2304,67303,1699131856.0
9401140,2718,19797,1699131856.0
54846,2513,38133,1699131856.0
2926262,7108,158232,1699131856.0
686223,380,3766,1699131931.0
3915,24512,587786,1699131931.0
19678,1764,60264,1699131931.0
28345,5244,77646,1699131931.0
52201197,2,55,1699131931.0
80216609,46,714,1699131931.0
27154820,18,307,1699131931.0
87101907,64,1357,1699131931.0
2162,32878,580827,1699131931.0
53395150,2,1396,1699131931.0
10769,23192,115109,1699131931.0
15220229,50,4806,1699131931.0
13309,1633,23697,1699131931.0
234625,7001,281165,1699131931.0
2612,3391,79537,1699132006.0
164245,15842,88736,1699132006.0
3300839,42,2002,1699132006.0
51586544,2841,25614,1699132006.0
4824960,17,36,1699132006.0
3122069,1740,25650,1699132006.0
28503,1581,48103,1699132006.0
1286891,705,78086,1699132006.0
2246926,16,5136,1699132006.0
163359,7146,180253,1699132006.0
276981,2278,36477,1699132006.0
122451,637,159716,1699132006.0
96642179,3,13,1699132006.0
93292159,9,3465,1699132006.0
2271,130021,2577186,1699132006.0
7277,8901,133271,1699132006.0
811950,72,44902,1699132081.0
1033,540031,11175406,1699132081.0
40653509,117641,513647,1699132081.0
11240,24947,117444,1699132081.0
34731349,4,137,1699132081.0
1959954,37,1894,1699132081.0
64923472,1,250,1699132081.0
6389627,156,17234,1699132081.0
80404392,81,3902,1699132081.0
81549291,2,326,1699132081.0
5003556,653,60373,1699132081.0
5101804,2325,889432,1699132081.0
16995,2082,53472,1699132081.0
20573,6275,30607,1699132081.0
4128,145359,671238,1699132081.0
9667,4597,35157,1699132081.0
347678,53,2518,1699132081.0
61677,2939,442181,1699132081.0
4715,6587,45166,1699132081.0
164159,36570,230899,1699132156.0
7410,7964,251114,1699132156.0
5235,12986,2218315,1699132156.0
491089,2864,135196,1699132156.0
18742807,206,21147,1699132156.0
11786735,46,1430,1699132156.0
1088079,1388,299246,1699132156.0
164006,16779,193386,1699132156.0
56119190,16,83,1699132156.0
163079,10095,106344,1699132156.0
76217848,314,2493,1699132156.0
21488,1954,35669,1699132156.0
1703,57803,542425,1699132156.0
8662007,15,182,1699132156.0
2688310,1608,145096,1699132156.0
96955928,1,5,1699132230.0
90575938,101,1534,1699132230.0
311841,2913,31609,1699132230.0
3741,17667,1414634,1699132230.0
2857644,22773,240765,1699132230.0
18040365,732,16269,1699132230.0
4060,40688,1157645,1699132230.0
1612,126298,3336822,1699132230.0
93158430,4281,24765,1699132230.0
78780,733,1338,1699132230.0
1118883,315,3979,1699132230.0
5870,13012,325844,1699132230.0
164414,29607,85914,1699132230.0
79100327,18,818,1699132230.0
737554,2597,22397,1699132305.0
77301,10863,57536,1699132305.0
27056439,10,875,1699132305.0
1399848,90,3935,1699132305.0
922640,867,7766,1699132305.0
3242,23627,363823,1699132305.0
28147179,72,755,1699132305.0
3608,27355,1789568,1699132305.0
23656,632,227520,1699132305.0
1406,74601,3615620,1699132305.0
15564,59268,11621396,1699132305.0
2059,35130,564429,1699132305.0
12669435,2049,30859,1699132305.0
2775,96563,764559,1699132305.0
1815218,88891,2648002,1699132305.0
90639,590,274928,1699132379.0
72029571,27,728,1699132379.0
204770,23683,264490,1699132379.0
456476,19,743,1699132379.0
27151382,472,804,1699132379.0
8759,1617,20023,1699132379.0
70874158,218,90369,1699132379.0
4849228,28,3778,1699132379.0
1586,810296,29563068,1699132379.0
5434579,146,12372,1699132379.0
1545783,38,104941,1699132379.0
164931,3750,11637,1699132379.0
25985,1099,44417,1699132379.0
207070,387,22222,1699132379.0
3015,34236,1352586,1699132379.0
7427,8984,78283,1699132379.0
86580344,2,1282,1699132454.0
284165,157,717,1699132454.0
7045554,104,557,1699132454.0
2449,121617,1924566,1699132454.0
8031,26175,196629,1699132454.0
165949,8225,50620,1699132454.0
4510,6795,306071,1699132454.0
2014725,1689,176378,1699132454.0
79463460,682,2589,1699132454.0
7633,3329,52490,1699132454.0
12902,12775,237550,1699132454.0
165302,7460,106366,1699132454.0
3264,37317,192269,1699132454.0
1681,29372,2678875,1699132454.0
93148871,0,534,1699132454.0
3025557,2150,30774,1699132454.0
26358624,5,85,1699132529.0
1630,13062,117985,1699132529.0
55170,145,16638,1699132529.0
2973906,31816,382431,1699132529.0
3748,54418,3446646,1699132529.0
165472,10284,50755,1699132529.0
717074,2744,76796,1699132529.0
166388,4906,26930,1699132529.0
89546902,10,3135,1699132529.0
18391435,2,107,1699132529.0
68284294,21,4840,1699132529.0
120859,4248,67036,1699132529.0
71904349,5853,190196,1699132529.0
8221,13037,357685,1699132529.0
3498,44217,188651,1699132603.0
21007,346,20291,1699132603.0
1953412,6010,853190,1699132603.0
86414,191,16956,1699132603.0
16094,1200,16945,1699132603.0
1497,29704,1296003,1699132603.0
76569778,8,1251,1699132603.0
38913,823,10909,1699132603.0
2540641,1644,8159,1699132603.0
2247,65702,1296541,1699132603.0
15824333,5315,39384,1699132603.0
63313,1442,27611,1699132603.0
22338085,1698,24817,1699132603.0
209004,118,192950,1699132603.0
164885,3168,27875,1699132678.0
373399,622,49904,1699132678.0
76795474,7,641,1699132678.0
1211063,556,5406,1699132678.0
100253070,0,1,1699132678.0
64168,849,9207,1699132678.0
46000,6873,103334,1699132678.0
2654,1969,37519,1699132678.0
71989,543,9293,1699132678.0
27127,1249,37362,1699132678.0
5507,8996,140957,1699132678.0
634422,1484,5191,1699132678.0
19114146,16,712,1699132678.0
1000626,68,9916,1699132678.0
589247,601,4408,1699132753.0
8019,4019,58026,1699132753.0
5045,24445,191432,1699132753.0
1449,30808,1279127,1699132753.0
98594686,1,6689,1699132753.0
31869,5792,30399,1699132753.0
426388,1370,66151,1699132753.0
165022,13636,117370,1699132753.0
18987662,372,5391,1699132753.0
360308,4423,81776,1699132753.0
8117,2286,566916,1699132753.0
15355,15,18238,1699132753.0
93175858,12,5694,1699132753.0
220336,76267,1214849,1699132753.0
2458047,23,457,1699132828.0
2018,26077,399069,1699132828.0
27185544,1,1113,1699132828.0
5221388,129,22202,1699132828.0
67898464,1592,43390,1699132828.0
12534,24801,68169,1699132828.0
95073063,69,638242,1699132828.0
3552395,3623,66628,1699132828.0
16690,2142,247148,1699132828.0
281590,8704,146898,1699132828.0
2064424,15,1841,1699132828.0
3534,71759,1496119,1699132828.0
33636,2814,114309,1699132828.0
7064,24719,95536,1699132828.0
82060446,2,300,1699132828.0
294374,17,902,1699132828.0
4025697,808,2292,1699132828.0
8667,4919,27044,1699132905.0
4822178,94,20545,1699132905.0
1933028,149,48416,1699132905.0
28893,18386,402291,1699132905.0
28927,524,6121,1699132905.0
23516,1024,20667,1699132905.0
5318,2741,71022,1699132905.0
13181,2965,21856,1699132905.0
15436,3135,14441,1699132905.0
13199621,60,13727,1699132905.0
23182,4303,23380,1699132905.0
15721,3186,20774,1699132905.0
2650,21309,534090,1699132980.0
1441,285785,30600596,1699132980.0
3715022,26,4370,1699132980.0
845871,3423,58996,1699132980.0
4890,8360,37904,1699132980.0
10517709,4579,174925,1699132980.0
3162,23727,666823,1699132980.0
58485,728,11562,1699132980.0
19142259,2727,39552,1699132980.0
6353000,225,3498,1699132980.0
718282,7254,39606,1699132980.0
33874,3798,15801,1699132980.0
90902709,4,20,1699132980.0
157331,40793,82446,1699132980.0
17937,2647,548388,1699132980.0
16219115,154,4088,1699133054.0
12787,3893,26697,1699133054.0
1389,64047,3360178,1699133054.0
16369,1844,33745,1699133054.0
92712460,7,4172,1699133054.0
918324,32,2341,1699133054.0
100985521,0,51,1699133054.0
2602522,1242,47935,1699133054.0
91421409,433,14027,1699133054.0
80900,1154,4254,1699133054.0
18580684,332,10398,1699133054.0
2138806,41,1994,1699133054.0
9458081,8,978,1699133054.0
819697,187,754,1699133054.0
602239,4069,27809,1699133054.0
28014,1589,100255,1699133054.0
97412921,0,16,1699133129.0
4787,13133,1342461,1699133129.0
79813783,6,176,1699133129.0
34656475,187,10946,1699133129.0
30017,44,2892,1699133129.0
6407329,1168,87771,1699133129.0
5153,727,15787,1699133129.0
1680,298169,6794521,1699133129.0
1908498,1864,10544,1699133129.0
4513,10145,189477,1699133129.0
10958324,78,5168,1699133129.0
98396367,728,50248,1699133129.0
5275,24582,573283,1699133129.0
10667,107179,10031259,1699133204.0
8034,15548,106947,1699133204.0
11022681,1472,10074,1699133204.0
13499,3566,20045,1699133204.0
4591,33886,340789,1699133204.0
6281,10786,221509,1699133204.0
18613,39310,131207,1699133204.0
16198010,88930,1960017,1699133204.0
1458925,373,22867,1699133204.0
68796640,166,16935,1699133204.0
3532,3915,25302,1699133204.0
2564997,4808,104934,1699133204.0
490432,2102,440523,1699133204.0
33249838,11,6972,1699133204.0
3240,53102,204405,1699133204.0
10708660,1,3753,1699133204.0
76074281,6127,35575,1699133204.0
917557,1364,49808,1699133204.0
61631,4620,24677,1699133204.0
1258341,1426,13827,1699133204.0
6579,2017,109247,1699133204.0
60951108,6,3,1699133279.0
64746547,251,1743,1699133279.0
373159,4358,35945,1699133279.0
1906,3169,66988,1699133279.0
2445,34920,332050,1699133279.0
13229222,59,21169,1699133279.0
120503,542,65642,1699133279.0
4798,15794,90893,1699133279.0
82266279,5,169,1699133279.0
76474273,343,3723,1699133279.0
388480,1280,151054,1699133279.0
26513427,26,1356,1699133279.0
295604,1155,22319,1699133279.0
143988,122,181311,1699133279.0
18649640,530,18886,1699133279.0
11457596,2668,15529,1699133279.0
46018,208,5138,1699133279.0
5303168,925,11856,1699133279.0
40657851,141,15841,1699133279.0
71131832,1511,3234,1699133355.0
44399,739,8447,1699133355.0
71127255,611,3560,1699133355.0
3180238,8145,23165,1699133355.0
3374579,43,414,1699133355.0
82565734,963,3278,1699133355.0
163993,14373,567818,1699133355.0
98424947,8,173,1699133355.0
17882634,6,249,1699133355.0
2619961,9549,135031,1699133355.0
3269,60185,1555047,1699133355.0
5070861,297,2693,1699133355.0
13476,13621,393677,1699133355.0
12605993,2189,69235,1699133355.0
68543,6813,134475,1699133355.0
1714,28149,1004682,1699133431.0
10387036,593,13667,1699133431.0
51701268,468,141255,1699133431.0
14845,2974,23917,1699133431.0
2029,69180,5406737,1699133431.0
5461,10281,144363,1699133431.0
1183247,571,6251,1699133431.0
540808,1813,44332,1699133431.0
27020,1128,19098,1699133431.0
35696619,222,4132,1699133431.0
2567371,366,12987,1699133431.0
1431,116539,7530778,1699133506.0
3246,6642,105445,1699133506.0
2297309,8,195,1699133506.0
11418511,864,171372,1699133506.0
685811,104,832,1699133506.0
5442,13134,260731,1699133506.0
824478,209,8471,1699133506.0
418095,6344,417735,1699133506.0
2192716,14,1805,1699133506.0
1393,175781,14769054,1699133506.0
894129,2,1493,1699133506.0
72659858,7,57,1699133506.0
15637,2971,117465,1699133506.0
1384,109617,3017624,1699133581.0
27172,2796,15116,1699133581.0
1792,26727,1144987,1699133581.0
22561,924,10487,1699133581.0
508963,4755,78434,1699133581.0
2900019,299,24422,1699133581.0
2277385,1119,310228,1699133581.0
166551,34829,284203,1699133581.0
10639527,9,164,1699133581.0
96940397,1,1,1699133581.0
81950505,383,2431,1699133581.0
2031248,1101,10337,1699133581.0
3508131,1023,99135,1699133581.0
79560,4150,25606,1699133581.0
11777418,2411,21016,1699133581.0
4564,17857,95082,1699133581.0
2385130,3091,34125,1699133581.0
10611993,792,23053,1699133662.0
563417,290,1544,1699133662.0
3961,8635,903248,1699133662.0
1236579,397,42876,1699133662.0
4997572,1702,40677,1699133662.0
64259963,10099,129450,1699133662.0
7355,723,476930,1699133662.0
3743,17859,239166,1699133662.0
47843,2212,50058,1699133662.0
53913,1659,112737,1699133662.0
2200287,838,44405,1699133662.0
65270167,64,1382,1699133662.0
201227,185,9781,1699133738.0
107699,1241,32590,1699133738.0
76609606,4,59,1699133738.0
572263,594,17851,1699133738.0
26168,2917,31385,1699133738.0
2803272,257,9037,1699133738.0
7949941,8,1578,1699133738.0
11898,7713,43270,1699133738.0
3476,10055,3408387,1699133738.0
1384369,460,18101,1699133738.0
14851005,14,2600,1699133738.0
83051748,26497,433367,1699133738.0
58498,959,6590,1699133738.0
36749,3947,35953,1699133812.0
36569,2014,13839,1699133812.0
73600,4638,33172,1699133812.0
26894,1305,26182,1699133812.0
85375010,7,228,1699133812.0
277579,96449,3173678,1699133812.0
3326900,997,75647,1699133812.0
166587,17345,80956,1699133812.0
28595302,130,1445,1699133812.0
600558,187,1522,1699133812.0
2019,13040,270212,1699133812.0
96157938,2462,8011,1699133812.0
7257,6378,131484,1699133812.0
17719,20095,838948,1699133887.0
16206203,728,5361,1699133887.0
28352,4499,42583,1699133887.0
3061662,33,13327,1699133887.0
13333,319,65398,1699133887.0
18249313,857,71497,1699133887.0
80878880,40,18151,1699133887.0
30065,906,35132,1699133887.0
19181907,894,72044,1699133887.0
162552,2382,85297,1699133887.0
11876,12012,659057,1699133887.0
9402,13779,253923,1699133961.0
163025,31610,183900,1699133961.0
75031133,19,7038,1699133961.0
76673,1361,23698,1699133961.0
71042760,13,2307,1699133961.0
106584,771,536017,1699133961.0
6428,10930,324094,1699133961.0
944086,336,10113,1699133961.0
41131,273,11637,1699133961.0
1613226,8552,359785,1699133961.0
1028,199479,9099428,1699134036.0
230463,786,61422,1699134036.0
4122118,5,68,1699134036.0
90402855,23,335,1699134036.0
10001,13830,154051,1699134036.0
9221,3258,43865,1699134036.0
884316,24281,433161,1699134036.0
18208117,282,2920,1699134036.0
2015405,111,1971,1699134036.0
89550952,0,10,1699134036.0
6588485,1484,82795,1699134036.0
36649,2030,37360,1699134036.0
77097,361,52031,1699134036.0
385010,144,781,1699134036.0
273882,22,27076,1699134111.0
101069,122,5555,1699134111.0
2315708,72,4911,1699134111.0
104996,2099,25625,1699134111.0
20969,1228,37916,1699134111.0
130927,54,13629,1699134111.0
1805509,331,14958,1699134111.0
157353,44085,584365,1699134111.0
75041012,86,49137,1699134111.0
96119392,11,2675,1699134111.0
3205573,51857,914240,1699134111.0
43081,1064,14510,1699134186.0
2207804,699,4980,1699134186.0
163640,11252,123016,1699134186.0
33242739,30174,3585662,1699134186.0
164705,1396,49441,1699134186.0
26414,2223,29358,1699134186.0
2565117,7126,61433,1699134186.0
37542584,46,8500,1699134186.0
61984,732,5396,1699134186.0
163761,74308,94456,1699134186.0
2489074,39,11392,1699134186.0
630299,116,26864,1699134186.0
28145130,644,105376,1699134186.0
100754625,0,345,1699134260.0
70518420,89,1020,1699134260.0
660180,864,6347,1699134260.0
25040991,3305,38199,1699134260.0
57978,2951,32699,1699134260.0
403646,247,1940,1699134260.0
15539,3598,13067,1699134260.0
2371681,119,13672,1699134260.0
9703,29986,212292,1699134260.0
76223797,17,2521,1699134260.0
966339,388,9514,1699134260.0
5845,1434,13185,1699134260.0
165221,7292,54733,1699134335.0
460139,2272,30783,1699134335.0
51865,260,8275,1699134335.0
82485916,36938,20706,1699134335.0
2736308,444,201366,1699134335.0
8024,9126,45049,1699134335.0
37564,691,130389,1699134335.0
162399,8954,241973,1699134335.0
80516368,322,111521,1699134335.0
35571114,602,10870,1699134335.0
93218082,17,572,1699134410.0
15656,66573,1786600,1699134410.0
14459,10838,81883,1699134410.0
10797668,1896,32684,1699134410.0
69202961,15,53,1699134410.0
436931,6019,163591,1699134410.0
86041588,832,67029,1699134410.0
383161,3341,21156,1699134410.0
18537820,112,6171,1699134410.0
3630372,27,1709,1699134410.0
165725,5281,123627,1699134410.0
97460625,0,0,1699134410.0
45793,148,5080,1699134485.0
259589,481,317450,1699134485.0
28270,1547,8169,1699134485.0
18231659,99,4241,1699134485.0
3672,19253,201391,1699134485.0
164098,13189,29937,1699134485.0
16612,5755,61331,1699134485.0
48024,6863,82878,1699134485.0
