id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,skill_1_encoded,skill_2_encoded,skill_3_encoded,judul_encoded,nama_industri_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_Contract,jenis_pekerjaan_Full-time,jenis_pekerjaan_Internship,jenis_pekerjaan_Other,jenis_pekerjaan_Part-time,jenis_pekerjaan_Temporary,jenis_pekerjaan_Volunteer,tipe_kompensasi_rp,mata_uang_rp
3757924397,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757924360,1595517.0,7500.0,0.0,0.0,104.0,89.0,5,4,1,31,0,0,20292,65,7125,20,0,1,0,0,0,0,0,1,1
3757924082,53395150.0,10864.583333333334,12.5,1.0,4.0,2.0,5,4,1,16,21,0,17502,64,9926,42,0,1,0,0,0,0,0,1,1
3757924020,2908367.0,14791.666666666664,0.0,0.0,137.0,1849.0,5,4,1,13,0,0,15846,34,10315,51,0,1,0,0,0,0,0,1,1
3757923657,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757923650,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757923408,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757923224,77185102.0,9166.666666666666,1.0,0.0,96.0,103.0,2,4,3,34,0,0,17348,35,2872,51,1,0,0,0,0,0,0,1,1
3757923117,100742897.0,5479.166666666667,5.0,1.0,91.0,0.0,2,4,3,16,3,6,11222,19,1728,1,0,0,0,0,1,0,0,1,1
3757923088,8986045.0,8062.479166666666,0.0,0.0,57.0,0.0,5,2,1,23,24,0,6230,53,2998,51,0,1,0,0,0,0,0,1,1
3757922739,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757922476,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757922385,74016.0,6250.0,0.0,0.0,44.0,2088.0,5,3,3,23,0,0,9974,57,3178,51,0,1,0,0,0,0,0,1,1
3757922384,74016.0,6250.0,0.0,0.0,44.0,2088.0,5,3,3,23,0,0,3708,57,3178,51,0,1,0,0,0,0,0,1,1
3757922135,2957445.0,12716.708333333334,12.5,0.0,30.0,737.0,5,2,1,27,34,0,7250,69,3217,39,0,1,0,0,0,0,0,1,1
3757922078,7170.0,5434.88,12.5,1.0,53.0,1836.0,2,2,1,30,20,0,17727,51,5637,51,0,1,0,0,0,0,0,1,1
3757922052,26168.0,7062.5,0.0,0.0,53.0,2917.0,5,3,1,23,24,0,1910,51,2736,51,0,1,0,0,0,0,0,1,1
3757922052,26168.0,3647.6,0.0,0.0,27.0,2917.0,2,3,1,23,24,0,1910,61,2736,51,0,1,0,0,0,0,0,1,1
3757922052,26168.0,8750.0,0.0,0.0,43.0,2917.0,5,3,1,23,24,0,1910,27,2736,51,0,1,0,0,0,0,0,1,1
3757921575,77156037.0,5208.333333333333,0.0,0.0,27.0,31.0,5,2,3,16,3,6,13148,61,8979,51,0,1,0,0,0,0,0,1,1
3757921575,77156037.0,5208.333333333333,0.0,0.0,19.0,31.0,5,4,3,16,3,6,13148,62,8979,51,0,1,0,0,0,0,0,1,1
3757921570,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757921539,1595517.0,10625.0,0.0,0.0,104.0,89.0,5,4,1,31,0,0,7229,65,7125,20,0,1,0,0,0,0,0,1,1
3757921496,74016.0,6250.0,0.0,0.0,44.0,2088.0,5,3,3,23,0,0,823,57,3178,51,0,1,0,0,0,0,0,1,1
3757921424,86969238.0,3828.0,0.0,0.0,14.0,21.0,2,2,1,23,24,0,9004,33,3011,51,0,1,0,0,0,0,0,1,1
3757921377,290915.0,3464.5600000000004,0.0,0.0,14.0,2195.0,2,2,1,23,24,0,8067,33,9221,51,0,1,0,0,0,0,0,1,1
3757921239,100253070.0,6250.0,0.0,1.0,44.0,0.0,2,4,3,21,23,0,19483,57,5706,51,0,0,0,0,1,0,0,1,1
3757921195,2608659.0,0.0,12.0,1.0,100.0,20.0,1,2,1,17,18,0,11489,52,6570,51,0,0,0,0,0,0,1,1,1
3757921082,2031248.0,6556.0,0.0,0.0,14.0,1101.0,2,4,1,31,0,0,14418,33,7096,51,0,0,0,0,1,0,0,1,1
3757921025,27412.0,8750.0,0.0,0.0,43.0,1461.0,5,2,1,20,21,0,19254,27,7959,51,0,1,0,0,0,0,0,1,1
