id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,skill_1_enconded,skill_2_encoded,skill_3_encoded,judul_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_Contract,jenis_pekerjaan_Full-time,jenis_pekerjaan_Internship,jenis_pekerjaan_Other,jenis_pekerjaan_Part-time,jenis_pekerjaan_Temporary,jenis_pekerjaan_Volunteer,tipe_kompensasi_rp,mata_uang_rp,nama_industri_encoded
3757780977,5507.0,7500.0,0.0,0.0,47.0,8996.0,5,4,1,31,36,36,9017,2374,51,0,1,0,0,0,0,0,1,1,1
3757755445,76795474.0,9583.333333333334,1.0,0.0,47.0,10.0,5,4,3,30,36,36,18930,3482,51,0,1,0,0,0,0,0,1,1,1
3757751973,37520.0,3432.0,4.0,0.0,47.0,212.0,2,4,1,30,36,36,576,8978,51,0,1,0,0,0,0,0,1,1,1
3757749165,248184.0,6666.666666666667,2.0,0.0,47.0,763.0,5,3,3,30,36,36,16021,2346,51,0,1,0,0,0,0,0,1,1,1
3757748481,248184.0,6041.666666666667,2.0,0.0,47.0,763.0,5,3,3,30,36,36,18261,2346,51,0,1,0,0,0,0,0,1,1,1
3757747549,248184.0,7083.333333333333,0.0,0.0,47.0,763.0,5,3,3,30,36,36,16021,2346,51,0,1,0,0,0,0,0,1,1,1
3757747500,482238.0,7500.0,13.0,1.0,47.0,143.0,5,4,3,30,36,36,8151,8652,51,0,1,0,0,0,0,0,1,1,1
3757745854,248184.0,7708.333333333333,2.0,0.0,47.0,763.0,5,3,3,30,36,36,16021,2346,51,0,1,0,0,0,0,0,1,1,1
3757744454,7260.0,3872.0,1.0,0.0,47.0,1218.0,2,3,3,35,36,36,4584,9474,51,0,1,0,0,0,0,0,1,1,1
3757739567,12986319.0,7500.0,2.0,0.0,47.0,10.0,5,4,3,30,20,36,4018,6917,51,0,1,0,0,0,0,0,1,1,1
3757737809,12986319.0,7500.0,0.0,0.0,47.0,10.0,5,4,3,30,20,36,586,6917,51,0,1,0,0,0,0,0,1,1,1
3757736171,2437248.0,7500.0,0.0,0.0,47.0,8682.0,5,2,1,28,36,36,1496,1528,51,0,1,0,0,0,0,0,1,1,1
3757733307,2437248.0,5544.0,0.0,0.0,47.0,8682.0,2,2,1,28,36,36,1494,1528,51,0,1,0,0,0,0,0,1,1,1
